"Method","tau","n","p","seed","K","beta0","beta1","beta2","beta3","time"
"mRock_kNN_global_bs_Neyman",0.9,5000,3,134,301,-2.83802702928813,-9.7715183650072,1.22750174131218,10.1831948290694,12.553
"mRock_kNN_global_linear_Neyman",0.9,5000,3,134,602,7.12264842479137,-10.7487221287306,-1.14379604873043,6.4041526475966,7.82000000000002
"mRock_kNN_global_bs_Neyman",0.9,5000,3,134,602,-3.29156465071295,-9.22457566459225,1.83096134686383,10.7226828526083,11.541
"two_step_Neyman",0.9,5000,3,134,NA,-3.53079206638185,-13.3035859674049,5.89167129224383,20.3991108684232,0.0310000000000059
"two_step_LS",0.9,5000,3,134,NA,-8.49115353032014,-3.40108052118163,9.1676253920712,17.3446560177962,0.0150000000000148
"mRock_kNN_global_linear_Neyman",0.9,5000,3,135,301,12.8317733293193,-6.19587711171377,-0.769258926033476,-1.48779529542912,9.40600000000001
"mRock_kNN_global_bs_Neyman",0.9,5000,3,135,301,-0.457346215977188,-2.86363345501747,2.90925088923862,-0.613918035852641,12.466
"mRock_kNN_global_linear_Neyman",0.9,5000,3,135,602,9.59417982523116,-9.45447664296795,-0.747641152473741,1.37545393425628,7.87700000000001
"mRock_kNN_global_bs_Neyman",0.9,5000,3,135,602,-0.754100810720882,-3.20093272269079,2.71739185028468,-0.760881384543814,11.94
"two_step_Neyman",0.9,5000,3,135,NA,4.45428609729541,-5.89627506239566,-0.113452248928812,3.53848333787013,0.0379999999999825
"two_step_LS",0.9,5000,3,135,NA,-4.74664299143326,6.76409734192983,5.98088966676416,3.15035106734872,0.0100000000000193
"mRock_kNN_global_linear_Neyman",0.9,5000,3,136,301,14.090503430542,-5.25279340293736,-2.83178239496657,0.809237695939559,8.83499999999999
"mRock_kNN_global_bs_Neyman",0.9,5000,3,136,301,0.987864649875169,-2.9891581094171,0.318260147055684,2.59009514695838,12.751
"mRock_kNN_global_linear_Neyman",0.9,5000,3,136,602,10.5875478723385,-5.54884126970948,-2.40823832241244,2.5360162358594,7.315
"mRock_kNN_global_bs_Neyman",0.9,5000,3,136,602,0.243091139834572,-3.44614475297401,0.382861660477357,4.28327547132352,11.323
"two_step_Neyman",0.9,5000,3,136,NA,5.86378968671478,-3.80014852084719,-0.98276221450379,3.83667529988009,0.0330000000000155
"two_step_LS",0.9,5000,3,136,NA,-1.43165875446446,5.25986692116062,4.32605546359073,3.99931711000391,0.0169999999999959
"mRock_kNN_global_linear_Neyman",0.9,5000,3,137,301,11.2345833420529,-8.01359509481015,-7.55930879967275,5.5342824930662,8.95699999999999
"mRock_kNN_global_bs_Neyman",0.9,5000,3,137,301,-2.51733620556542,-2.99229269858676,-3.00029318573537,4.83636820272566,12.513
"mRock_kNN_global_linear_Neyman",0.9,5000,3,137,602,8.04064309110838,-9.35953322890037,-6.42481456036888,7.04380313049786,7.97400000000002
"mRock_kNN_global_bs_Neyman",0.9,5000,3,137,602,-3.92353111951473,-4.51587155917664,-2.59671147830008,8.41479683765069,12.256
"two_step_Neyman",0.9,5000,3,137,NA,4.7409413669089,-7.28789401844964,-7.72420514354347,9.40122561142667,0.02800000000002
"two_step_LS",0.9,5000,3,137,NA,-3.72618806941793,7.94393279557693,-5.3097849575942,8.16223302689788,0.0120000000000005
"mRock_kNN_global_linear_Neyman",0.9,5000,3,138,301,14.0334146357301,-3.90104153501944,-3.49020807820955,-2.83583142704578,8.645
"mRock_kNN_global_bs_Neyman",0.9,5000,3,138,301,-0.828798528971477,0.141222389443095,1.89312460741811,-0.772674634258748,12.081
"mRock_kNN_global_linear_Neyman",0.9,5000,3,138,602,10.7383618879008,-4.95981721000965,-1.05699730335963,-2.34671275675613,7.22300000000001
"mRock_kNN_global_bs_Neyman",0.9,5000,3,138,602,-1.31254130091403,-0.656486275559937,3.34554540743146,0.373628512946304,11.095
"two_step_Neyman",0.9,5000,3,138,NA,2.7140921801358,-3.59448056430218,3.29578964976724,4.45004838010143,0.0319999999999823
"two_step_LS",0.9,5000,3,138,NA,-5.49805627003694,11.0091520897423,6.72370837644938,2.88270050631916,0.0100000000000193
"mRock_kNN_global_linear_Neyman",0.9,5000,3,139,301,11.3582666243244,-7.02296492981233,-8.24437254898698,2.56430188370634,8.05
"mRock_kNN_global_bs_Neyman",0.9,5000,3,139,301,-1.65448718954053,-4.2740493425841,-3.23675938473905,3.02597971181943,11.757
"mRock_kNN_global_linear_Neyman",0.9,5000,3,139,602,9.19972659424422,-7.21903949746397,-7.47376204191361,2.44022541846428,7.042
"mRock_kNN_global_bs_Neyman",0.9,5000,3,139,602,-1.39380602603955,-4.50157677799251,-2.50552862970727,3.35159410947222,11.046
"two_step_Neyman",0.9,5000,3,139,NA,2.99163859558148,-7.51635964527364,-4.41552863996199,5.23925911381312,0.0360000000000014
"two_step_LS",0.9,5000,3,139,NA,-4.25517183607532,3.49148509925224,-0.0508836791299863,4.33113645876833,0.01400000000001
"mRock_kNN_global_linear_Neyman",0.9,5000,3,14,301,12.1413740440091,-4.44135691196425,1.88124120665679,-2.80728630066506,10.956
"mRock_kNN_global_bs_Neyman",0.9,5000,3,14,301,-0.779738147431827,1.03058386176333,5.51979588236381,-2.00887555587836,14.9
"mRock_kNN_global_linear_Neyman",0.9,5000,3,14,602,8.44476379642112,-6.0042518353466,2.28341485974353,-1.28224947461875,9.85599999999999
"mRock_kNN_global_bs_Neyman",0.9,5000,3,14,602,-0.838802686443905,1.98385667438243,7.06998256484494,-3.63048803689254,13.744
"two_step_Neyman",0.9,5000,3,14,NA,4.84758526388622,5.73565183161675,8.44138656154465,-10.3143536054208,0.0369999999999777
"two_step_LS",0.9,5000,3,14,NA,-4.03888254329104,13.8143698954544,15.5460495310719,-7.26414240859509,0.0130000000000052
"mRock_kNN_global_linear_Neyman",0.9,5000,3,140,301,13.9426261052493,-4.24404803362003,-4.69607277133017,-1.74621040326934,8.75700000000001
"mRock_kNN_global_bs_Neyman",0.9,5000,3,140,301,2.07156086397528,3.68395338510244,-0.0940658792697437,-6.63743425991136,11.671
"mRock_kNN_global_linear_Neyman",0.9,5000,3,140,602,12.9859345031138,-3.25153251788274,-3.9966019090008,-5.02775512179753,7.625
"mRock_kNN_global_bs_Neyman",0.9,5000,3,140,602,2.3717674327184,3.29822779495292,0.0528119636606434,-6.65152846349655,10.976
"two_step_Neyman",0.9,5000,3,140,NA,8.85930308490229,0.83635605955329,-2.48076269094822,-4.77107775644392,0.0289999999999964
"two_step_LS",0.9,5000,3,140,NA,0.336103182470683,15.5326439527723,3.7063767669709,-9.05953059294632,0.00999999999999091
"mRock_kNN_global_linear_Neyman",0.9,5000,3,141,301,11.9586888889645,-6.94063577792564,-1.96117968233715,2.31197322559329,8.56700000000001
"mRock_kNN_global_bs_Neyman",0.9,5000,3,141,301,-0.785332879952032,-2.1206126138596,1.62037411257057,0.416457453401779,11.537
"mRock_kNN_global_linear_Neyman",0.9,5000,3,141,602,8.52875804603949,-6.01832230260137,-1.21693782995267,1.61443224041383,7.50900000000001
"mRock_kNN_global_bs_Neyman",0.9,5000,3,141,602,-0.568014441023077,-0.414278490003738,1.31665538622071,-1.62097011243708,11.34
"two_step_Neyman",0.9,5000,3,141,NA,4.97136682102262,-2.71948408477413,-0.414179490140697,0.114508072842432,0.0339999999999918
"two_step_LS",0.9,5000,3,141,NA,-1.33256144105627,7.52287595344562,3.3095047367703,-1.00034001059265,0.0110000000000241
"mRock_kNN_global_linear_Neyman",0.9,5000,3,142,301,17.4833888099713,1.06119955457208,-3.96943265227177,-10.3136726561168,14.963
"mRock_kNN_global_bs_Neyman",0.9,5000,3,142,301,2.6868686973938,5.35395173438631,0.491168637769235,-8.23982439203585,17.311
"mRock_kNN_global_linear_Neyman",0.9,5000,3,142,602,14.7835288048074,1.84692193555967,-5.34938783002528,-9.57790194171103,11.034
"mRock_kNN_global_bs_Neyman",0.9,5000,3,142,602,2.89776617850522,6.18307735670219,-0.32363313052713,-8.87679475682347,15.351
"two_step_Neyman",0.9,5000,3,142,NA,9.91795480994728,7.10976683717194,-0.409035202543151,-15.0414377719351,0.0430000000000064
"two_step_LS",0.9,5000,3,142,NA,0.960804273688719,17.673884114478,5.05521172932834,-13.2371743205649,0.0190000000000055
"mRock_kNN_global_linear_Neyman",0.9,5000,3,143,301,14.4052554845786,2.43016107077844,-3.01046119743142,-3.89482072355257,14.087
"mRock_kNN_global_bs_Neyman",0.9,5000,3,143,301,-1.86041493541789,7.93642714135223,3.09864126861142,-0.0233723944107314,16.163
"mRock_kNN_global_linear_Neyman",0.9,5000,3,143,602,11.0396316041349,0.0710353787705116,-2.45196443391315,-2.2899992255889,11.221
"mRock_kNN_global_bs_Neyman",0.9,5000,3,143,602,-1.81280730228741,7.31235256808393,3.73083129907127,0.339405733823522,14.517
"two_step_Neyman",0.9,5000,3,143,NA,5.50880937923685,15.5010439641629,4.20754756860146,-9.81233573725078,0.0389999999999873
"two_step_LS",0.9,5000,3,143,NA,-7.42573490454159,34.2054699409392,10.2075229101335,-8.57666142512842,0.0160000000000196
"mRock_kNN_global_linear_Neyman",0.9,5000,3,144,301,12.9486800817496,-2.91719483682175,-6.97250494702956,-0.523290745022492,15.371
"mRock_kNN_global_bs_Neyman",0.9,5000,3,144,301,0.355499002414887,1.85840390609369,-1.95079562792468,-0.088280373305353,17.754
"mRock_kNN_global_linear_Neyman",0.9,5000,3,144,602,9.5565821065622,-3.83778738515122,-5.97373852708819,-0.277112993626846,11.953
"mRock_kNN_global_bs_Neyman",0.9,5000,3,144,602,0.57564153379827,0.555253833232533,-1.81618478277184,-0.0812552575186898,16.447
"two_step_Neyman",0.9,5000,3,144,NA,6.44570306243017,2.07427851654672,-2.71736979726621,1.00829876331491,0.0459999999999923
"two_step_LS",0.9,5000,3,144,NA,-2.45590390500199,15.8473753402047,2.48156003052979,-0.190059183503794,0.0169999999999959
"mRock_kNN_global_linear_Neyman",0.9,5000,3,145,301,17.8351101511457,0.11062631477943,0.148220816599911,-9.76695701909512,8.637
"mRock_kNN_global_bs_Neyman",0.9,5000,3,145,301,2.53679251654991,4.42769452012195,4.22584230670215,-6.0883529320927,11.644
"mRock_kNN_global_linear_Neyman",0.9,5000,3,145,602,13.6471564904645,0.0232493621614984,1.00079466925179,-8.22216017446939,7.10899999999998
"mRock_kNN_global_bs_Neyman",0.9,5000,3,145,602,2.75623588591236,4.81580845433786,4.95558960797864,-6.3374296388767,10.956
"two_step_Neyman",0.9,5000,3,145,NA,6.14140678654927,8.08436481884336,7.667800376687,-7.65387878617783,0.02800000000002
"two_step_LS",0.9,5000,3,145,NA,-3.58783775108635,20.2939030680102,12.5776773844653,-5.59502930591129,0.00900000000001455
"mRock_kNN_global_linear_Neyman",0.9,5000,3,146,301,12.3876932621407,-5.9651340166064,-4.63764892812506,-2.10146578318807,8.11199999999999
"mRock_kNN_global_bs_Neyman",0.9,5000,3,146,301,-1.12981959290762,-3.61922968579253,-2.6499987094054,1.49392160861953,11.875
"mRock_kNN_global_linear_Neyman",0.9,5000,3,146,602,8.2318820630189,-8.32571356435271,-5.24722255938888,0.451197358471089,7.61099999999999
"mRock_kNN_global_bs_Neyman",0.9,5000,3,146,602,-0.645652279549507,-3.04485779625379,-3.04319910735406,-0.362482199634995,11.185
"two_step_Neyman",0.9,5000,3,146,NA,4.732918414569,-2.39068005668656,-2.7781659684661,-3.51690581171002,0.0289999999999964
"two_step_LS",0.9,5000,3,146,NA,-1.80649522234004,4.6571810202211,1.28713487037786,-1.13083046695601,0.0109999999999957
"mRock_kNN_global_linear_Neyman",0.9,5000,3,147,301,14.6048294681124,-4.56036803503255,-4.68612201117063,-3.42363459589304,8.693
"mRock_kNN_global_bs_Neyman",0.9,5000,3,147,301,1.39341592779594,-2.8311379718188,-1.64646419051341,-1.53963215471804,12.189
"mRock_kNN_global_linear_Neyman",0.9,5000,3,147,602,11.6790936736281,-5.70400522537855,-3.67704894177976,-4.06613684639705,7.422
"mRock_kNN_global_bs_Neyman",0.9,5000,3,147,602,1.39978609434429,-3.46325807246285,-1.60358800519707,-1.52300214102109,11.191
"two_step_Neyman",0.9,5000,3,147,NA,5.95050623421621,-6.0822326533594,-2.93270285661256,0.956498170007296,0.0330000000000155
"two_step_LS",0.9,5000,3,147,NA,0.38019651470763,3.40076440680316,-0.194354378958707,-0.157662588317681,0.0169999999999959
"mRock_kNN_global_linear_Neyman",0.9,5000,3,148,301,13.37201303121,-7.14465064933253,-6.51451405840311,0.567515965794031,9.004
"mRock_kNN_global_bs_Neyman",0.9,5000,3,148,301,-1.21084216104896,-5.05970589671002,-1.67212250974123,2.0550257583149,12.256
"mRock_kNN_global_linear_Neyman",0.9,5000,3,148,602,10.3836571350743,-4.21179317656708,-5.93601883680936,-2.56887838082667,7.74299999999999
"mRock_kNN_global_bs_Neyman",0.9,5000,3,148,602,-1.49104250631122,-3.83041251112902,-1.31752617110495,0.533998752720921,11.233
"two_step_Neyman",0.9,5000,3,148,NA,1.49326705960592,-7.36645071612982,-0.111859394883131,9.28141756450091,0.0319999999999823
"two_step_LS",0.9,5000,3,148,NA,-6.23223263511861,6.05940003693856,5.49615109468533,5.47881511630115,0.0110000000000241
"mRock_kNN_global_linear_Neyman",0.9,5000,3,149,301,12.1369630087106,-9.0516339035526,-2.55560329752933,2.69961505914597,8.774
"mRock_kNN_global_bs_Neyman",0.9,5000,3,149,301,0.455363281388072,-2.66845716443973,-0.0332419609164445,-0.517077540267022,11.4
"mRock_kNN_global_linear_Neyman",0.9,5000,3,149,602,9.90455616193639,-7.34798327225358,-1.47959865168528,-1.11896006699341,7.59899999999999
"mRock_kNN_global_bs_Neyman",0.9,5000,3,149,602,1.23379890968617,-1.94951237365684,0.323620027668732,-2.90374242831251,10.787
"two_step_Neyman",0.9,5000,3,149,NA,6.30451496315205,-3.37871176126904,-1.55254616851879,0.272273409804326,0.0310000000000059
"two_step_LS",0.9,5000,3,149,NA,-0.260170170744117,5.04887625044307,2.20792911986545,0.848390198650664,0.00900000000001455
"mRock_kNN_global_linear_Neyman",0.9,5000,3,15,301,15.352174779781,-6.1420645978347,-1.3499431776752,-3.8572316520875,10.45
"mRock_kNN_global_bs_Neyman",0.9,5000,3,15,301,3.84166270420295,2.56145163743362,2.23673860885019,-7.69334147638858,13.213
"mRock_kNN_global_linear_Neyman",0.9,5000,3,15,602,12.4633838148712,-3.74250319978851,-1.08337972022777,-5.81752381180999,8.827
"mRock_kNN_global_bs_Neyman",0.9,5000,3,15,602,4.08709430224672,2.19454626325761,2.11584713480656,-6.79901793406222,12.957
"two_step_Neyman",0.9,5000,3,15,NA,8.19903215117857,-4.44831766576674,2.76492085495461,0.0897087811812596,0.0320000000000107
"two_step_LS",0.9,5000,3,15,NA,0.313124665739619,5.12166185778946,9.01383247161247,-0.29015413760699,0.0219999999999914
"mRock_kNN_global_linear_Neyman",0.9,5000,3,150,301,13.6854967835077,-10.6104298927048,-4.52009325406629,1.70191704395319,8.15599999999999
"mRock_kNN_global_bs_Neyman",0.9,5000,3,150,301,-0.782378892843368,-4.82891298503222,0.144529695004646,3.23943052734267,11.61
"mRock_kNN_global_linear_Neyman",0.9,5000,3,150,602,11.6646443562678,-10.3778021351138,-3.5776327864927,1.87462672330224,7.37700000000001
"mRock_kNN_global_bs_Neyman",0.9,5000,3,150,602,-0.392762605025519,-4.09132568672681,1.35583629165065,2.16803487047025,11.465
"two_step_Neyman",0.9,5000,3,150,NA,3.46148675962338,-5.01658202646743,2.39944999749656,3.15897341422754,0.0320000000000107
"two_step_LS",0.9,5000,3,150,NA,-4.28336898761007,4.42386773935265,9.42529973028964,1.64323075936471,0.00999999999999091
"mRock_kNN_global_linear_Neyman",0.9,5000,3,151,301,15.3754813561583,-3.14585455607256,-8.20965290592978,-0.526902243081486,8.538
"mRock_kNN_global_bs_Neyman",0.9,5000,3,151,301,1.90041878881931,-1.55504459008983,-4.56769786602128,3.390316146867,11.685
"mRock_kNN_global_linear_Neyman",0.9,5000,3,151,602,10.1066120462373,-3.50473330931701,-6.5023328281234,1.70160675451529,7.501
"mRock_kNN_global_bs_Neyman",0.9,5000,3,151,602,1.62149304096591,-0.288338476964663,-3.98940492420713,3.67801208799149,11.272
"two_step_Neyman",0.9,5000,3,151,NA,6.14346324527096,0.359412985392935,-3.01833409049377,2.05292442296009,0.0279999999999916
